company_name,career_url,website,industry,category,country,state,headquarters,company_size,founded_year,ats_platform,ats_token,ats_confidence,ats_detection_method,internship_available,graduate_program,freshers_hiring,remote_friendly,ai_hiring_score,hiring_frequency,preferred_roles,preferred_technologies,tech_stack,career_status,last_verified_date,india_priority,ai_data_relevance,fresher_potential,url_confidence,recommended_for_ai_data,source,http_status,redirect_url,verified_career_url,discovered_ats_url,ats_tenant,ats_board,active_status
Ajio,https://www.ril.com/careers,https://www.ajio.com/,Fashion E-commerce,ecommerce,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,working,2026-07-22,,,,,,,,,,,,,True
Akamai,https://www.akamai.com/careers,https://www.akamai.com/,Cloud/CDN/Security,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,blocked,2026-07-22,Tier 1,High,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Aknamed,https://www.aknamed.com/careers,https://www.aknamed.com/,Healthtech / Supply Chain,healthtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
Albertsons India,https://www.albertsonscompanies.com/careers/,https://www.albertsons.com/,Retail / Tech,gcc,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,blocked,2026-07-22,,,,,,,,,,,,,True
Aldi,https://www.aldi.com/careers,https://www.aldi.com/,"FMCG, Retail & Consumer",retail,DE,Unknown,Germany,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
AliveCor India (Kardia),https://www.alivecor.com/careers,https://www.alivecor.in/,Medtech / Cardiac AI,healthtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Alkem Laboratories,https://www.alkemlabs.com/,https://www.alkemlabs.com/,Pharma,pharma,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,homepage_only,2026-07-22,,,,,,,,,,,,,True
Allianz Technology India,https://careers.allianz.com,https://www.allianz.com/,Insurance / Tech,gcc,IN,Maharashtra,Pune,large,Unknown,phenom,cdn,0.95,live_probe,Unknown,Unknown,Possible,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirected,2026-08-09,Tier 2,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,200,,https://careers.allianz.com/global/en,https://cdn.phenompeople.com/CareerConnectResources/AISAIPGB/files/TrackingV12-1776941485289.js,,,True
Allsec Technologies,https://www.allsectech.com/careers/,https://www.allsectech.com/,Business Process Management,it_services,IN,Tamil Nadu,Chennai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Allstate India,https://www.allstate.com/careers,https://www.allstate.com/,Insurance,gcc,IN,Karnataka,Bengaluru,large,Unknown,workday,allstate,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,,,,,,,,,,,,,True
Altimetrik,https://www.altimetrik.com/careers/,https://www.altimetrik.com/,Digital Engineering Services,it_services,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,blocked,2026-07-22,,,,,,,,,,,,,True
Alvarez & Marsal,https://www.alvarezandmarsal.com/careers,https://www.alvarezandmarsal.com/,Consulting & Professional Services,consulting,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
Amadeus,https://jobs.amadeus.com/,https://www.amadeus.com/,Travel Tech,product,IN,Karnataka,Bengaluru,enterprise,Unknown,workday,amadeus,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Amagi,https://www.amagi.com/careers,https://www.amagi.com/,Media tech / AI,ai_genai,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
Amazon,https://www.amazon.jobs,https://www.amazon.com/,E-commerce/Cloud,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,10,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 2,Medium,Strong,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
Amazon India,https://www.amazon.jobs/en/locations/india,https://www.amazon.jobs/,Technology,product,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,unreachable,2026-07-22,,,,,,,,,,,,,True
Amazon Retail,https://www.amazonretail.com/careers,https://www.amazonretail.com/,"FMCG, Retail & Consumer",retail,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
AMD,https://www.amd.com/en/corporate/careers.html,https://www.amd.com/,Semiconductors,product,IN,Karnataka,Bengaluru,enterprise,Unknown,icims,internal-amd,0.95,page_body,Unknown,Unknown,Yes,Yes,8,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-07-22,Tier 2,Medium,Strong,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
American Airlines,https://www.americanairlines.com/careers,https://www.americanairlines.com/,"Logistics, Travel & Aviation",other,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
American Express India,https://www.americanexpress.com/en-us/careers/,https://www.americanexpress.com/,Financial Services,gcc,IN,Haryana,Gurugram,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,Tier 1,High,Strong,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
Amgen India,https://careers.amgen.com,https://www.amgen.com/,Biotechnology,gcc,IN,Telangana,Hyderabad,large,Unknown,workday,amgen,0.95,page_body,Unknown,Unknown,Possible,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirected,2026-08-09,Tier 1,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,200,https://careers.amgen.com/en,https://careers.amgen.com/en,https://amgen.eightfold.ai/careers/join?domain=amgen.com&jtn_form_id=GeneralTNF,,,True
Amkor Technology,https://www.amkortechnology.com/careers,https://www.amkortechnology.com/,Semiconductors & Electronics,manufacturing,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 1,High,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Amphenol,https://www.amphenol.com/careers,https://www.amphenol.com/,Semiconductors & Electronics,manufacturing,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 1,High,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
Amul (GCMMF),https://www.amul.com/careers,https://www.amul.com/,Dairy & Food,retail,IN,Gujarat,Anand,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Analog Devices,https://www.analog.com/en/about-adi/careers.html,https://www.analog.com/,Semiconductors,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,unverified,2026-08-09,Tier 2,Medium,Strong,Verify,Monitor,indian_seed+mnc_excel_2026,0,,,,,,True
Analyttica Datalab,https://www.analyttica.com/careers/,https://www.analyttica.com/,Analytics / learning,analytics_ai,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,working,2026-07-22,,,,,,,,,,,,,True
Anaplan,https://www.anaplan.com/careers/,https://www.anaplan.com/,Enterprise SaaS,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-07-22,,,,,,,,,,,,,True
Angel One,https://www.angelone.in/careers,https://www.angelone.in/,FinTech,fintech,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,working,2026-07-22,,,,,,,,,,,,,True
Anglo American,https://www.angloamerican.com/careers,https://www.angloamerican.com/,"Industrial, Engineering & Energy",manufacturing,GB,Unknown,UK,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,200,,https://www.angloamerican.com/careers,,,,True
Animall,https://animall.in/careers,https://www.animall.in/,Cattle marketplace,agritech,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Ansys,https://www.ansys.com/careers,https://www.ansys.com/,Simulation Software,product,IN,Maharashtra,Pune,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,timeout,2026-07-22,,,,,,,,,,,,,True
ANZ India,https://www.anz.com/careers/,https://www.anz.com/,Financial Services,gcc,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,,,,,,,,,,,,,True
Aon,https://jobs.aon.com/,https://jobs.aon.com/,Consulting & Professional Services,consulting,GB,Unknown,UK,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
Apexon,https://www.apexon.com/careers/,https://www.apexon.com/,Digital Engineering Services,it_services,IN,Gujarat,Ahmedabad,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,unreachable,2026-07-22,,,,,,,,,,,,,True
Apna,https://apna.co/careers,https://www.apna.co/,Jobs platform,hrtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Apollo 24|7,https://www.apollo247.com/,https://www.apollo247.com/,Digital Health,healthtech,IN,Tamil Nadu,Chennai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,homepage_only,2026-07-22,,,,,,,,,,,,,True
Apollo Global Management,https://www.apolloglobalmanagement.com/careers,https://www.apolloglobalmanagement.com/,Banking & Financial Services,bfsi,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 1,High,Strong,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Apollo Hospitals,https://www.apollohospitals.com/careers/,https://www.apollohospitals.com/,Hospital Chain,healthtech,IN,Tamil Nadu,Chennai,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,timeout,2026-07-22,,,,,,,,,,,,,True
Apollo Tyres,https://www.apollotyres.com/en-in/careers/,https://www.apollotyres.com/,Tyres,automotive,IN,Haryana,Gurugram,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Embedded Engineer; Software Engineer; Data Engineer; QA Engineer,C++; Python; AUTOSAR; MATLAB,C++; Python; AUTOSAR; MATLAB,redirect,2026-07-22,,,,,,,,,,,,,True
Apple,https://jobs.apple.com,https://www.apple.com/,Consumer Electronics,product,IN,Telangana,Hyderabad,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,8,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 2,Medium,Strong,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
Applied Materials,https://careers.appliedmaterials.com,https://www.appliedmaterials.com/,Semiconductor Equipment,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Appsmith,https://www.appsmith.com/careers,https://www.appsmith.com/,Low-code platform,saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
AppViewX,https://www.appviewx.com/careers/,https://www.appviewx.com/,Cybersecurity (certificate/PKI automation),saas,IN,Tamil Nadu,Coimbatore,mid,Unknown,greenhouse,embed,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,redirect,2026-07-22,,,,,,,,,,,,,True
Aptiv,https://www.aptiv.com/careers,https://www.aptiv.com/,Automotive & Mobility,automotive,IE,Unknown,Ireland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,200,,https://www.aptiv.com/en/jobs,,,,True
Aragen Life Sciences,https://www.aragen.com/careers/,https://www.aragen.com/,CRO / CDMO,healthtech,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,timeout,2026-07-22,,,,,,,,,,,,,True
Arcadis,https://www.arcadis.com/careers,https://www.arcadis.com/,"Real Estate, Infrastructure & Services",other,NL,Unknown,Netherlands,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,not_found,2026-08-09,Tier 2,Medium,Possible,Broken,Monitor,mnc_excel_2026,404,,,,,,False
ArcelorMittal,https://www.arcelormittal.com/careers,https://www.arcelormittal.com/,"Industrial, Engineering & Energy",manufacturing,LU,Unknown,Luxembourg,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
Archer Daniels Midland,https://www.adm.com/careers/,https://www.adm.com/,"Food, Agriculture & Chemicals",other,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
